measure_id,anchor_id,dst_ip,init_time,latency_m1,latency_m2,latency_m3,latency_m4,latitude,longitude
46.29.176.71_2024-07-20 19:47:25,1219,46.29.176.71,2024-07-20 19:47:25,4.9998,23.0888,25.8298,22.3826,49.5051956,6.113479
85.93.215.82_2024-07-20 19:48:19,2822,85.93.215.82,2024-07-20 19:48:19,6.385,24.1186,27.368,24.6572,49.5845783,6.2256543
185.119.90.181_2024-07-20 19:52:31,3507,185.119.90.181,2024-07-20 19:52:31,20.634,44.642,45.8204,38.2214,44.8112911,20.3987228
160.99.1.254_2024-07-20 19:53:25,3417,160.99.1.254,2024-07-20 19:53:25,29.7364,52.1712,53.5394,47.506,43.322965,21.893277
45.86.126.73_2024-07-20 19:54:59,2356,45.86.126.73,2024-07-20 19:54:59,12.3166,33.9742,39.3656,30.2736,50.4787549,12.3348451
82.98.65.254_2024-07-20 19:56:33,2894,82.98.65.254,2024-07-20 19:56:33,2.3604,23.2516,25.4066,19.1194,50.096109,8.6284112
46.101.130.201_2024-07-20 19:57:07,2736,46.101.130.201,2024-07-20 19:57:07,2.1324,25.6996,25.7476,19.0332,50.12007,8.73561
83.243.44.55_2024-07-20 19:59:42,1407,83.243.44.55,2024-07-20 19:59:42,2.7348,20.3156,27.577,19.6704,50.1398082,8.7431943
141.98.136.85_2024-07-20 20:00:31,2877,141.98.136.85,2024-07-20 20:00:31,2.2544,23.7948,26.4122,20.729,50.1396084,8.7433378
194.50.92.201_2024-07-20 20:01:25,1865,194.50.92.201,2024-07-20 20:01:25,2.3864,20.651,26.5564,20.8224,50.139593,8.7429433
195.16.81.9_2024-07-20 20:02:19,1509,195.16.81.9,2024-07-20 20:02:19,12.4506,31.9408,42.0206,29.2852,51.3954727,12.3988051
188.94.96.182_2024-07-20 20:08:22,3393,188.94.96.182,2024-07-20 20:08:22,4.2348,26.2792,27.6352,20.6756,49.4864026,8.4211817
141.44.3.252_2024-07-20 20:09:17,1242,141.44.3.252,2024-07-20 20:09:17,16.6406,30.6956,41.0422,41.94,52.1402053,11.6441991
85.187.20.236_2024-07-20 20:10:16,1419,85.187.20.236,2024-07-20 20:10:16,28.7376,45.5532,53.0684,37.1746,42.668544,23.395407
79.142.70.56_2024-07-20 20:11:10,3493,79.142.70.56,2024-07-20 20:11:10,25.8758,47.539,53.7004,42.7274,42.6729301,23.3832916
212.103.84.18_2024-07-20 20:11:44,3176,212.103.84.18,2024-07-20 20:11:44,7.0196,34.4004,30.136,22.7096,47.3834092,8.4956042
129.143.66.65_2024-07-20 20:12:18,2024,129.143.66.65,2024-07-20 20:12:18,5.5752,27.9988,29.1892,22.8656,48.7457001,9.1070098
91.190.224.98_2024-07-20 20:13:22,2341,91.190.224.98,2024-07-20 20:13:22,12.3052,26.4428,36.1496,29.0564,52.15731,7.55537
31.172.2.249_2024-07-20 20:15:50,1300,31.172.2.249,2024-07-20 20:15:50,10.333,27.3896,39.0276,29.155,51.188264,6.867753
185.104.160.214_2024-07-20 20:16:24,2549,185.104.160.214,2024-07-20 20:16:24,7.302,24.3462,31.3588,24.0362,52.3514109,7.4777679
194.242.34.190_2024-07-20 20:18:22,1410,194.242.34.190,2024-07-20 20:18:22,9.218,36.3464,32.7054,26.4882,47.43517586,8.55998946
193.171.255.2_2024-07-20 20:20:20,335,193.171.255.2,2024-07-20 20:20:20,13.0932,34.5124,35.4936,21.9004,48.2081743,16.3738189
92.60.13.86_2024-07-20 20:21:30,1112,92.60.13.86,2024-07-20 20:21:30,12.8596,36.5036,36.5322,31.316,48.2102659,16.3784865
139.162.139.168_2024-07-20 20:24:48,2729,139.162.139.168,2024-07-20 20:24:48,1.6922,19.5228,26.7636,20.6922,50.0968833,8.6441701
91.234.194.103_2024-07-20 20:32:40,2957,91.234.194.103,2024-07-20 20:32:40,15.6394,21.82,22.3384,31.3572,48.7039237,6.1409437
145.239.14.84_2024-07-20 20:34:49,2019,145.239.14.84,2024-07-20 20:34:49,12.202,18.5734,22.4094,29.8396,51.017328,2.156876
5.62.127.14_2024-07-20 20:38:38,1848,5.62.127.14,2024-07-20 20:38:38,28.2268,18.3202,42.6856,32.7586,51.427755,-0.97925
195.80.157.38_2024-07-20 20:40:42,2753,195.80.157.38,2024-07-20 20:40:42,10.2706,17.2692,18.6984,27.5282,48.9280308,2.3520324
194.31.131.71_2024-07-20 20:43:30,3450,194.31.131.71,2024-07-20 20:43:30,19.3532,31.0738,27.595,37.9882,52.0940535,5.0130136
185.78.49.100_2024-07-20 20:44:04,1991,185.78.49.100,2024-07-20 20:44:04,11.3188,30.6736,31.2808,30.0622,45.0500362,9.738335
5.226.144.240_2024-07-20 20:51:58,2343,5.226.144.240,2024-07-20 20:51:58,15.6462,39.7542,37.7888,34.2188,47.5008806,8.7207455
195.37.209.21_2024-07-20 20:52:37,1821,195.37.209.21,2024-07-20 20:52:37,21.217,41.875,43.9358,38.3542,53.5696044,9.9865943
80.252.103.222_2024-07-20 20:54:01,1619,80.252.103.222,2024-07-20 20:54:01,10.7194,23.5076,33.103,27.6078,53.549318,10.0480076
93.88.225.55_2024-07-20 20:54:55,2209,93.88.225.55,2024-07-20 20:54:55,7.0228,24.0538,29.3996,22.2612,50.02954,10.5249999
212.62.68.29_2024-07-20 20:55:55,3234,212.62.68.29,2024-07-20 20:55:55,9.0022,26.5856,32.2262,27.6016,52.1209666,8.647389
77.220.233.1_2024-07-20 20:59:03,752,77.220.233.1,2024-07-20 20:59:03,19.6378,46.0778,39.716,37.6584,51.03883,13.73229
213.184.86.101_2024-07-20 21:00:12,1490,213.184.86.101,2024-07-20 21:00:12,15.2902,31.2086,39.9754,32.9846,55.728092,12.3774821
195.130.61.208_2024-07-20 21:01:31,1359,195.130.61.208,2024-07-20 21:01:31,23.198,51.0296,51.957,39.7016,43.8577581,18.39777079
80.65.65.220_2024-07-20 21:02:41,1562,80.65.65.220,2024-07-20 21:02:41,27.4066,49.4552,50.9336,41.3424,44.1994776,17.9021989
193.201.40.210_2024-07-20 21:03:40,928,193.201.40.210,2024-07-20 21:03:40,19.8458,38.9544,37.1154,35.9828,41.89897,12.51185
194.187.172.112_2024-07-20 21:04:44,1461,194.187.172.112,2024-07-20 21:04:44,20.31,38.678,36.8062,36.663,41.8748745,12.4781296
194.187.174.6_2024-07-20 21:05:48,1462,194.187.174.6,2024-07-20 21:05:48,10.9548,36.879,31.1822,27.9108,45.3806799,9.1648264
37.10.45.14_2024-07-20 21:06:42,1293,37.10.45.14,2024-07-20 21:06:42,8.9944,18.2014,26.1008,27.2922,52.3449285,4.8292414
78.141.215.164_2024-07-20 21:07:56,1524,78.141.215.164,2024-07-20 21:07:56,8.935,17.2958,27.3418,26.1124,52.3908925,4.6647595
194.1.149.210_2024-07-20 21:08:50,1029,194.1.149.210,2024-07-20 21:08:50,29.1984,55.0302,48.6276,47.5892,41.324873,19.816192
185.51.192.48_2024-07-20 21:10:24,1962,185.51.192.48,2024-07-20 21:10:24,8.7256,19.1872,26.2002,25.5254,52.3924715,4.6637487
91.215.150.218_2024-07-20 21:11:18,1655,91.215.150.218,2024-07-20 21:11:18,10.849,20.6068,28.9012,28.122,52.3619025,5.6407227
82.148.224.6_2024-07-20 21:12:51,2067,82.148.224.6,2024-07-20 21:12:51,18.7726,12.076,29.5448,36.2554,53.5790087,-2.4392645
143.129.80.132_2024-07-20 21:13:45,386,143.129.80.132,2024-07-20 21:13:45,12.1076,22.0028,26.0904,28.3856,51.18446055,4.42069023
185.139.168.19_2024-07-20 21:23:56,1211,185.139.168.19,2024-07-20 21:23:56,25.489,48.0612,54.4464,42.8826,60.20640511,24.8950162
81.18.177.166_2024-07-20 21:27:14,1756,81.18.177.166,2024-07-20 21:27:14,16.5852,24.2308,24.0468,34.8418,45.7572536,4.899645
185.97.141.2_2024-07-20 21:27:48,1470,185.97.141.2,2024-07-20 21:27:48,10.7572,17.7522,18.277,29.3358,48.7747877,2.3795177
85.118.58.213_2024-07-20 21:29:03,3194,85.118.58.213,2024-07-20 21:29:03,11.1938,19.1708,17.8818,29.8794,48.7752859,2.3800026
89.106.219.238_2024-07-20 21:31:16,416,89.106.219.238,2024-07-20 21:31:16,6.886,32.7958,39.133,25.334,48.7122107,8.7472439
23.151.216.129_2024-07-20 21:32:10,3560,23.151.216.129,2024-07-20 21:32:10,9.1542,24.815,25.6966,25.704,52.3562231,4.9512489
194.122.76.250_2024-07-20 21:33:14,954,194.122.76.250,2024-07-20 21:33:14,8.3942,17.2148,27.337,24.1198,52.3702157,4.8951679
193.105.163.172_2024-07-20 21:35:02,308,193.105.163.172,2024-07-20 21:35:02,25.0848,46.6422,56.6984,43.4466,44.8075746,20.4625109
80.67.190.218_2024-07-20 21:39:55,1612,80.67.190.218,2024-07-20 21:39:55,17.5512,24.2486,25.4564,34.8326,48.1075171,-1.6437736
207.226.224.236_2024-07-20 21:40:29,2218,207.226.224.236,2024-07-20 21:40:29,2.4682,24.8528,32.8348,18.9632,50.1137156,8.6954089
213.136.12.209_2024-07-20 21:41:38,932,213.136.12.209,2024-07-20 21:41:38,10.1368,17.4584,26.5572,27.7746,52.0276218,5.6244979
212.119.5.254_2024-07-20 21:47:49,1656,212.119.5.254,2024-07-20 21:47:49,5.8112,21.8804,28.7478,22.9046,51.2196318,6.8071504
37.157.253.244_2024-07-20 21:50:22,2651,37.157.253.244,2024-07-20 21:50:22,5.8422,20.7378,28.975,21.2256,51.2673008,6.8175201
204.11.3.45_2024-07-20 21:51:32,2821,204.11.3.45,2024-07-20 21:51:32,6.0528,19.6108,28.95,21.4182,51.2673008,6.8175201
212.72.236.67_2024-07-20 21:53:45,3439,212.72.236.67,2024-07-20 21:53:45,10.0408,18.829,26.2486,27.3222,52.0274282,5.6242664
185.86.67.69_2024-07-20 21:55:28,3027,185.86.67.69,2024-07-20 21:55:28,36.9684,56.9758,60.7064,45.4008,44.481718,26.120606
45.76.86.163_2024-07-20 21:56:42,1525,45.76.86.163,2024-07-20 21:56:42,1.9516,23.0524,25.457,19.387,50.12007,8.73561
45.83.105.192_2024-07-20 21:58:36,1864,45.83.105.192,2024-07-20 21:58:36,5.0168,32.5986,31.0874,23.682,49.4521018,11.0766654
77.214.52.102_2024-07-20 22:02:10,779,77.214.52.102,2024-07-20 22:02:10,17.8148,36.3948,44.8782,36.4222,57.022937,9.8971509
90.223.193.3_2024-07-20 22:10:02,1378,90.223.193.3,2024-07-20 22:10:02,17.0904,18.1188,23.525,38.3908,51.519103,-0.62063
138.124.150.83_2024-07-20 22:10:57,3342,138.124.150.83,2024-07-20 22:10:57,2.1946,22.1956,26.2582,21.2252,50.0988483,8.6319545
77.109.180.62_2024-07-20 22:12:01,3164,77.109.180.62,2024-07-20 22:12:01,7.61,31.3786,28.6682,22.8208,47.5008858,8.7201032
185.33.216.12_2024-07-20 22:13:54,1809,185.33.216.12,2024-07-20 22:13:54,6.7222,26.061,31.9774,22.423,51.1862032,7.2269892
185.41.106.81_2024-07-20 22:15:03,2726,185.41.106.81,2024-07-20 22:15:03,10.7178,24.0664,33.8234,27.8676,53.5510053,10.038666
194.68.41.27_2024-07-20 22:19:00,3169,194.68.41.27,2024-07-20 22:19:00,27.9268,39.0378,46.8254,45.4816,59.6253325,17.2545898
31.15.54.138_2024-07-20 22:20:54,3050,31.15.54.138,2024-07-20 22:20:54,25.121,36.9904,45.7778,43.1314,58.3936951,15.5757907
192.42.97.214_2024-07-20 22:23:27,3161,192.42.97.214,2024-07-20 22:23:27,14.908,39.576,46.881,31.788,55.600103,13.0030308
46.227.202.97_2024-07-20 22:25:55,1666,46.227.202.97,2024-07-20 22:25:55,19.1084,12.4952,28.148,36.6232,53.4807593,-2.2426305
185.194.168.88_2024-07-20 22:27:09,2847,185.194.168.88,2024-07-20 22:27:09,20.6882,16.5212,29.3648,39.113,52.9886973,-1.1742916
188.93.174.26_2024-07-20 22:33:53,2237,188.93.174.26,2024-07-20 22:33:53,10.1636,23.0368,30.168,27.2234,49.5048055,6.112374
92.243.9.77_2024-07-20 22:36:17,1431,92.243.9.77,2024-07-20 22:36:17,10.203,18.1168,17.9902,26.0854,48.9269417,2.3506622
217.70.176.109_2024-07-20 22:38:05,1163,217.70.176.109,2024-07-20 22:38:05,10.2008,16.912,18.1158,26.9454,48.927166,2.3506638
107.162.220.5_2024-07-20 22:38:39,1402,107.162.220.5,2024-07-20 22:38:39,17.6314,17.2742,23.1272,32.6984,51.5242061,-0.6351238
92.223.59.77_2024-07-20 22:40:13,1990,92.223.59.77,2024-07-20 22:40:13,16.6666,11.1272,24.0918,32.3498,51.499732,-0.01484
93.190.252.148_2024-07-20 22:47:51,1361,93.190.252.148,2024-07-20 22:47:51,10.833,27.8094,27.8948,27.786,49.50707096,8.52663632
85.236.41.237_2024-07-20 22:49:05,2953,85.236.41.237,2024-07-20 22:49:05,8.2644,28.2904,30.5326,23.6402,48.1954766,11.5926979
185.97.160.7_2024-07-20 22:49:59,1787,185.97.160.7,2024-07-20 22:49:59,16.1668,11.4798,27.5108,36.2492,51.5234541,-0.6360912
194.182.187.2_2024-07-20 22:51:18,2920,194.182.187.2,2024-07-20 22:51:18,13.749,35.548,36.2012,30.1492,46.6143179,14.2637197
94.198.159.9_2024-07-20 22:52:27,1783,94.198.159.9,2024-07-20 22:52:27,10.9458,19.9798,28.8038,26.1062,51.9764366,5.968231
80.247.237.225_2024-07-20 22:53:21,1082,80.247.237.225,2024-07-20 22:53:21,25.5254,32.2842,30.2984,42.4232,43.5506282,1.4861224
178.255.156.202_2024-07-20 22:56:54,393,178.255.156.202,2024-07-20 22:56:54,20.6822,42.7836,45.2852,36.4022,46.61584621,14.3182153
193.170.114.242_2024-07-20 22:57:28,1148,193.170.114.242,2024-07-20 22:57:28,12.9314,36.6856,35.917,29.8504,48.2698987,16.4089842
185.229.88.69_2024-07-20 22:58:37,3343,185.229.88.69,2024-07-20 22:58:37,13.199,31.8252,36.3636,28.8386,48.1780466,16.3649629
5.1.66.5_2024-07-20 22:59:31,2546,5.1.66.5,2024-07-20 22:59:31,13.728,36.7848,36.8316,30.7488,48.1929976,16.3534291
213.143.120.118_2024-07-20 23:02:27,3447,213.143.120.118,2024-07-20 23:02:27,12.9442,34.5274,37.3536,22.9382,48.1526663,16.2948981
193.46.104.17_2024-07-20 23:03:56,2810,193.46.104.17,2024-07-20 23:03:56,12.8664,33.808,37.058,31.41,48.268991,16.4106437
109.68.162.233_2024-07-20 23:05:10,1841,109.68.162.233,2024-07-20 23:05:10,15.7736,20.6156,23.1482,32.8802,50.8752355,4.4995572
91.232.156.247_2024-07-20 23:09:58,2954,91.232.156.247,2024-07-20 23:09:58,27.0644,43.3956,56.0492,44.425,60.2201086,24.8701946
37.49.234.132_2024-07-20 23:10:42,1843,37.49.234.132,2024-07-20 23:10:42,10.7334,18.075,18.116,29.3254,48.856614,2.3522219
185.131.204.20_2024-07-20 23:11:46,3776,185.131.204.20,2024-07-20 23:11:46,14.1466,38.7616,37.1238,30.0984,46.3446955,6.9345975
185.5.201.10_2024-07-20 23:14:20,1367,185.5.201.10,2024-07-20 23:14:20,27.8184,44.2696,41.3776,47.3412,42.943447,13.8829543
91.221.4.240_2024-07-20 23:15:14,3668,91.221.4.240,2024-07-20 23:15:14,19.346,41.8476,46.3626,35.103,48.7535013,19.1447641
193.0.0.164_2024-07-20 23:16:08,1135,193.0.0.164,2024-07-20 23:16:08,21.518,32.9766,42.0118,39.5116,52.3702157,4.8951679
193.0.0.165_2024-07-20 23:17:22,1304,193.0.0.165,2024-07-20 23:17:22,20.8232,15.1478,42.4106,37.5464,52.3702157,4.8951679
5.57.17.65_2024-07-20 23:18:16,422,5.57.17.65,2024-07-20 23:18:16,24.9506,20.3478,28.9134,44.2978,52.345433,4.832429
156.154.80.254_2024-07-20 23:22:59,2503,156.154.80.254,2024-07-20 23:22:59,14.5268,10.6276,30.4674,31.44,51.5234541,-0.6360912
185.150.99.5_2024-07-20 23:26:07,2717,185.150.99.5,2024-07-20 23:26:07,10.6836,32.5518,34.2576,27.917,48.1957367,11.5927295
212.101.201.29_2024-07-20 23:27:11,3249,212.101.201.29,2024-07-20 23:27:11,8.8852,27.2388,32.7788,42.4622,51.9555829,7.6389448
139.19.117.65_2024-07-20 23:27:45,2397,139.19.117.65,2024-07-20 23:27:45,19.3402,29.8912,47.2664,51.2888,49.2550284,7.040975
128.254.225.68_2024-07-20 23:36:46,3391,128.254.225.68,2024-07-20 23:36:46,13.0876,10.662,30.3398,31.9616,51.4945997,-0.0182725
37.46.126.117_2024-07-20 23:40:55,3505,37.46.126.117,2024-07-20 23:40:55,9.1828,23.2498,27.104,26.1288,52.5438827,5.7053579
193.163.86.201_2024-07-20 23:41:29,2855,193.163.86.201,2024-07-20 23:41:29,10.6476,24.2056,28.9286,28.6728,52.543666,5.705215
90.223.193.1_2024-07-20 23:45:11,687,90.223.193.1,2024-07-20 23:45:11,24.117,14.0992,26.9128,38.5986,51.511561,-0.000841
185.225.24.25_2024-07-20 23:45:45,3749,185.225.24.25,2024-07-20 23:45:45,16.5444,10.467,23.1004,33.0954,51.5117542,-0.0018202
192.42.42.166_2024-07-20 23:47:33,1598,192.42.42.166,2024-07-20 23:47:33,10.6772,32.2152,33.1708,30.6024,46.9999234,6.9493576
81.91.160.93_2024-07-20 23:48:12,2423,81.91.160.93,2024-07-20 23:48:12,8.5146,33.4192,31.7094,26.6024,50.11893,8.73518
195.158.60.23_2024-07-20 23:49:16,1814,195.158.60.23,2024-07-20 23:49:16,3.3928,22.6092,26.8402,21.8396,50.5558095,9.6808449
185.86.232.132_2024-07-20 23:50:30,2291,185.86.232.132,2024-07-20 23:50:30,31.4718,34.2206,45.3908,37.3222,48.2622985,11.6697764
81.20.112.23_2024-07-20 23:51:35,2515,81.20.112.23,2024-07-20 23:51:35,5.1802,27.3296,39.4022,23.0666,51.5452146,9.930054
87.253.184.92_2024-07-20 23:52:54,836,87.253.184.92,2024-07-20 23:52:54,8.8664,23.4776,32.9292,24.3296,53.61373772,10.02623367
129.13.73.54_2024-07-20 23:56:51,1498,129.13.73.54,2024-07-20 23:56:51,6.7024,29.3336,30.5932,26.1078,49.0122422,8.4082049
212.227.112.66_2024-07-20 23:57:35,931,212.227.112.66,2024-07-20 23:57:35,4.0294,26.786,27.363,19.5014,48.999727,8.3857334
213.158.113.5_2024-07-20 23:58:49,2794,213.158.113.5,2024-07-20 23:58:49,10.9892,26.5298,34.1572,26.5246,54.3232927,10.1227652
85.233.1.54_2024-07-21 00:00:42,3140,85.233.1.54,2024-07-21 00:00:42,10.4782,26.8616,33.0146,28.9632,53.8688989,10.6842713
95.217.19.69_2024-07-21 00:07:27,1888,95.217.19.69,2024-07-21 00:07:27,24.6158,40.4992,50.3934,43.2456,60.3416703,25.0276663
193.19.209.1_2024-07-21 00:10:10,3199,193.19.209.1,2024-07-21 00:10:10,10.364,17.7056,18.333,26.5346,48.9073931,2.370248
193.50.97.164_2024-07-21 00:11:04,1028,193.50.97.164,2024-07-21 00:11:04,21.8034,27.8426,28.8668,38.6066,48.35899039,-4.56941574
193.49.43.151_2024-07-21 00:12:52,3128,193.49.43.151,2024-07-21 00:12:52,18.146,29.5116,23.6302,35.2744,45.2068778,5.6925023
5.135.102.47_2024-07-21 00:14:06,2755,5.135.102.47,2024-07-21 00:14:06,12.2206,17.4702,22.4522,29.7044,50.98707,2.125537
193.17.192.164_2024-07-21 00:17:15,2085,193.17.192.164,2024-07-21 00:17:15,15.4196,18.8912,18.515,32.3278,48.8152394,2.4028701
5.188.93.37_2024-07-21 00:22:58,1984,5.188.93.37,2024-07-21 00:22:58,10.0392,17.5888,17.5164,27.6396,48.877009,2.3635156
199.247.13.129_2024-07-21 00:24:43,1522,199.247.13.129,2024-07-21 00:24:43,10.661,17.2798,18.059,26.5074,48.9065203,2.3711084
80.67.163.251_2024-07-21 00:26:37,1228,80.67.163.251,2024-07-21 00:26:37,10.3102,18.279,18.2434,28.6846,48.8559152,2.3836812
83.97.95.20_2024-07-21 00:27:31,2479,83.97.95.20,2024-07-21 00:27:31,18.8614,40.636,42.912,35.833,48.871365,2.289661
192.134.1.25_2024-07-21 00:29:05,970,192.134.1.25,2024-07-21 00:29:05,11.4288,16.6198,17.4,28.4526,48.856614,2.3522219
178.250.7.79_2024-07-21 00:30:39,3392,178.250.7.79,2024-07-21 00:30:39,11.665,16.881,24.1706,28.9844,48.8566801,2.3851152
193.1.201.140_2024-07-21 00:33:17,300,193.1.201.140,2024-07-21 00:33:17,23.3752,1.6234,33.741,40.3374,53.33664115,-6.3655611
185.6.39.132_2024-07-21 00:34:21,3145,185.6.39.132,2024-07-21 00:34:21,22.5422,18.8484,35.634,38.177,51.9034,-8.5121
195.43.87.140_2024-07-21 00:36:09,742,195.43.87.140,2024-07-21 00:36:09,39.3718,50.104,56.1298,55.1412,59.4369608,24.7535746
212.7.0.250_2024-07-21 00:37:03,2142,212.7.0.250,2024-07-21 00:37:03,29.1702,46.2802,50.8552,47.0864,59.4570977,24.6930161
185.161.192.39_2024-07-21 00:37:57,1488,185.161.192.39,2024-07-21 00:37:57,22.8952,42.0788,38.881,31.3748,46.4982953,11.3547582
217.29.76.27_2024-07-21 00:39:51,394,217.29.76.27,2024-07-21 00:39:51,10.3436,32.572,31.2686,26.3556,45.47600763,9.10327303
195.32.69.197_2024-07-21 00:45:35,3144,195.32.69.197,2024-07-21 00:45:35,33.2458,55.9392,43.3018,48.402,42.4439356,14.1994954
185.249.157.253_2024-07-21 00:46:09,3653,185.249.157.253,2024-07-21 00:46:09,31.7372,51.8272,47.6852,48.0024,38.1656875,13.2175607
185.215.195.14_2024-07-21 00:46:48,2416,185.215.195.14,2024-07-21 00:46:48,25.1282,45.9196,45.863,41.841,45.707985,13.7330339
213.212.129.68_2024-07-21 00:47:42,4,213.212.129.68,2024-07-21 00:47:42,11.9792,35.8102,33.1626,28.6892,45.0913,7.6606
77.37.29.7_2024-07-21 00:49:15,3323,77.37.29.7,2024-07-21 00:49:15,22.618,40.5118,41.7274,39.0064,45.7088319,13.7335238
185.36.180.55_2024-07-21 00:51:54,1750,185.36.180.55,2024-07-21 00:51:54,6.6806,23.9506,26.8624,24.3574,49.5041843,6.1119969
185.36.180.63_2024-07-21 00:52:58,1891,185.36.180.63,2024-07-21 00:52:58,5.6046,24.0938,26.1054,21.2208,49.5041843,6.1119969
46.183.250.14_2024-07-21 00:53:52,2481,46.183.250.14,2024-07-21 00:53:52,9.124,17.9068,25.5032,24.6334,52.3548837,4.9591573
92.38.184.82_2024-07-21 00:54:31,1973,92.38.184.82,2024-07-21 00:54:31,8.742,17.4206,26.27,25.9682,52.3365239,4.9318931
62.50.171.162_2024-07-21 00:58:28,3195,62.50.171.162,2024-07-21 00:58:28,29.3534,45.1922,53.0866,44.9134,61.4535792,5.8496685
87.238.48.84_2024-07-21 01:00:41,1056,87.238.48.84,2024-07-21 01:00:41,20.2582,36.6062,45.53,36.1178,59.9363245,10.832721
185.225.207.9_2024-07-21 01:08:13,3478,185.225.207.9,2024-07-21 01:08:13,24.5814,46.9802,52.9466,40.0924,44.6369227,22.6597342
93.113.126.132_2024-07-21 01:10:42,1448,93.113.126.132,2024-07-21 01:10:42,23.7056,44.331,49.9178,40.8096,45.7654292,21.2313662
156.154.85.254_2024-07-21 01:13:16,2496,156.154.85.254,2024-07-21 01:13:16,25.402,42.0894,48.6228,43.7316,59.4224709,17.9180728
83.145.23.2_2024-07-21 01:14:10,3376,83.145.23.2,2024-07-21 01:14:10,26.7424,38.371,46.6788,43.9772,59.4070578,17.8352941
193.180.242.86_2024-07-21 01:15:34,2522,193.180.242.86,2024-07-21 01:15:34,22.6428,33.957,44.4454,38.1224,59.3293235,18.0685808
185.184.236.30_2024-07-21 01:17:08,1870,185.184.236.30,2024-07-21 01:17:08,18.6532,13.256,27.3244,35.3988,52.0418212,-0.8201687
80.82.241.134_2024-07-21 01:18:17,1645,80.82.241.134,2024-07-21 01:18:17,28.5026,21.1346,38.0326,46.5072,51.7779581,-1.2701652
94.126.239.59_2024-07-21 01:19:21,3320,94.126.239.59,2024-07-21 01:19:21,20.3002,15.5976,29.1036,38.5596,52.5543123,-0.3909045
195.169.128.156_2024-07-21 01:21:14,1850,195.169.128.156,2024-07-21 01:21:14,9.3074,17.0668,28.2134,27.2084,52.109415,4.327361
212.9.170.190_2024-07-21 01:22:57,1747,212.9.170.190,2024-07-21 01:22:57,5.5846,27.7998,29.6214,22.3862,48.7076206,9.1685734
107.162.218.5_2024-07-21 01:25:01,1403,107.162.218.5,2024-07-21 01:25:01,1.8454,24.7384,25.1098,17.5606,50.0965986,8.5875079
185.57.191.228_2024-07-21 01:26:55,1778,185.57.191.228,2024-07-21 01:26:55,20.402,15.3176,28.0486,39.0532,52.9122044,-0.6429203
195.30.70.33_2024-07-21 01:27:59,273,195.30.70.33,2024-07-21 01:27:59,7.3794,28.8448,31.9362,23.9298,48.1367203,11.576754
62.245.181.100_2024-07-21 01:28:58,546,62.245.181.100,2024-07-21 01:28:58,7.6082,30.8416,31.576,24.1176,48.1835419,11.5945581
193.141.27.220_2024-07-21 01:30:41,424,193.141.27.220,2024-07-21 01:30:41,5.5712,30.0622,29.3252,22.4124,48.952508,8.390881
37.44.1.36_2024-07-21 01:36:59,952,37.44.1.36,2024-07-21 01:36:59,15.2614,30.1988,33.7596,32.5112,52.50192,13.36945
37.49.234.132_2024-07-21 02:09:47,1843,37.49.234.132,2024-07-21 02:09:47,10.6846,18.3322,18.722,29.1418,48.856614,2.3522219
213.197.128.134_2024-07-21 02:11:02,3129,213.197.128.134,2024-07-21 02:11:02,23.1562,42.4962,46.9096,44.1844,54.6372337,25.3068428
185.184.8.158_2024-07-21 02:16:08,3138,185.184.8.158,2024-07-21 02:16:08,9.6102,18.629,27.4764,26.1726,52.3924715,4.6637487
2.58.52.152_2024-07-21 02:19:25,1716,2.58.52.152,2024-07-21 02:19:25,2.3646,22.9618,26.9384,17.7794,50.1109221,8.6821267
185.181.224.13_2024-07-21 02:20:09,1001,185.181.224.13,2024-07-21 02:20:09,10.2638,31.3726,36.8948,29.9916,48.06396,11.5565
193.27.55.25_2024-07-21 02:23:42,2799,193.27.55.25,2024-07-21 02:23:42,7.2906,25.4666,32.0632,22.9898,49.4521018,11.0766654
5.180.57.81_2024-07-21 02:24:16,3377,5.180.57.81,2024-07-21 02:24:16,14.5278,24.262,24.8278,33.9102,45.7224804,4.8628788
212.51.187.100_2024-07-21 02:25:10,1379,212.51.187.100,2024-07-21 02:25:10,15.036,21.7854,22.3558,32.1312,48.7039885,6.1408527
185.233.32.213_2024-07-21 02:26:24,3053,185.233.32.213,2024-07-21 02:26:24,20.2988,29.158,35.0244,35.408,43.2924349,5.4952833
185.5.201.10_2024-07-21 02:27:38,1367,185.5.201.10,2024-07-21 02:27:38,27.8362,44.8056,42.3854,47.3666,42.943447,13.8829543
45.150.40.189_2024-07-21 02:30:40,2884,45.150.40.189,2024-07-21 02:30:40,16.2758,30.628,27.1356,36.6056,52.3329076,4.919533
104.167.214.46_2024-07-21 02:32:28,3390,104.167.214.46,2024-07-21 02:32:28,23.884,27.5642,47.0314,46.4918,52.3924715,4.6637487
87.195.25.82_2024-07-21 02:33:42,2360,87.195.25.82,2024-07-21 02:33:42,10.3566,17.2364,26.8622,26.6694,52.24703,6.001603
185.54.92.70_2024-07-21 02:34:51,1245,185.54.92.70,2024-07-21 02:34:51,10.3618,24.207,29.3378,28.4726,52.24703,6.001603
185.29.203.234_2024-07-21 02:35:25,3600,185.29.203.234,2024-07-21 02:35:25,10.6424,18.505,27.4444,29.564,52.1284444,4.6309051
193.46.104.18_2024-07-21 02:36:39,2812,193.46.104.18,2024-07-21 02:36:39,17.0224,40.9878,41.069,34.208,47.7920256,13.0106587
